"","coiid","nationalmusym","dmuiid","musym","muname","mustatus","compname","comppct_r","slope_l","slope_h","drainagecl","ecosite_id","taxclname","pmkind","pmorigin","landform_string","modaldepthcl","drange"
"526",2630290,"2lp8b",543500,"9013","Urban land-Millvilla complex, 0 to 30 percent slopes","provisional","Ultic Haploxeralfs",2,0,15,"well","F018XI202CA","Thermic Ultic Haploxeralfs","human-transported material & residuum & colluvium","NA & igneous, metamorphic and sedimentary","hill","D","MD-D"
"117",1953386,"2mdd0",546266,"9014","Urban land-Musick-Hotaw complex, 3 to 30 percent slopes","provisional","Urban land",50,0,25,NA,NA,NA,NA,NA,"hill","NA","None"
"529",2630295,"2mdd0",546266,"9014","Urban land-Musick-Hotaw complex, 3 to 30 percent slopes","provisional","Musick",28,3,30,"well","F022AI201CA","Fine-loamy, mixed, semiactive, mesic Ultic Haploxeralfs","colluvium & residuum","diorite","hill","VD","None"
"530",2630296,"2mdd0",546266,"9014","Urban land-Musick-Hotaw complex, 3 to 30 percent slopes","provisional","Hotaw",17,3,30,"well","F022AI201CA","Fine-loamy, mixed, active, mesic Ultic Haploxeralfs","colluvium & residuum","diorite","hill","MD","MD"
"531",2630298,"2mdd0",546266,"9014","Urban land-Musick-Hotaw complex, 3 to 30 percent slopes","provisional","Ultic Haploxeralfs",3,0,15,"well","F022AI201CA","Mesic Ultic Haploxeralfs","human-transported material & residuum & colluvium","NA & igneous, metamorphic and sedimentary","hill","D","MD-D"
"566",2635149,"2mdd0",546266,"9014","Urban land-Musick-Hotaw complex, 3 to 30 percent slopes","provisional","Aquepts",2,0,8,"poorly","R018XX101CA","Sandy over loamy, mixed, active, mesic Fluventic Endoaquepts","alluvium","granitoid","flood plain","VD","None"
"119",2028949,"2r6gf",589741,"9015","Urban land-Loafercreek-Dunstone complex, 3 to 15 percent slopes","provisional","Urban land",50,3,15,NA,NA,NA,NA,NA,"hill","NA","None"
"561",2635144,"2r6gf",589741,"9015","Urban land-Loafercreek-Dunstone complex, 3 to 15 percent slopes","provisional","Loafercreek",28,3,15,"well","F018XI201CA","Fine-loamy, mixed, superactive, thermic Ultic Haploxeralfs","colluvium & residuum","metavolcanics","hill","MD","MD-D"
"562",2635145,"2r6gf",589741,"9015","Urban land-Loafercreek-Dunstone complex, 3 to 15 percent slopes","provisional","Dunstone",18,3,15,"well","F018XI200CA","Loamy, mixed, superactive, thermic, shallow Ultic Haploxeralfs","residuum","metavolcanics","hill","S","S-MD"
"563",2635146,"2r6gf",589741,"9015","Urban land-Loafercreek-Dunstone complex, 3 to 15 percent slopes","provisional","Mollic Fluvaquents",2,0,8,"poorly","R018XX101CA","Loamy-skeletal, mixed, active, nonacid, thermic, shallow Mollic Fluvaquents","alluvium & residuum","NA & metamorphic, unspecified","drainageway & flood plain","S","S"
"532",2630303,"2r6gf",589741,"9015","Urban land-Loafercreek-Dunstone complex, 3 to 15 percent slopes","provisional","Ultic Haploxeralfs",2,0,15,"well","F018XI201CA","Thermic Ultic Haploxeralfs","human-transported material & residuum & colluvium","NA & igneous, metamorphic and sedimentary","hill","D","MD-D"
"113",1953325,"2r6gg",589717,"9016","Urban land-Nedsgulch-Wallyhill complex, 15 to 30 percent slopes","provisional","Urban land",50,0,30,NA,"F022AI201CA",NA,NA,NA,"hill","NA","None"
"536",2630310,"2r6gg",589717,"9016","Urban land-Nedsgulch-Wallyhill complex, 15 to 30 percent slopes","provisional","Nedsgulch",25,3,30,"well","F022AI201CA","Fine-loamy, mixed, semiactive, mesic Ultic Palexeralfs","colluvium & residuum","metasedimentary, unspecified","hill","VD","VD"
"535",2630309,"2r6gg",589717,"9016","Urban land-Nedsgulch-Wallyhill complex, 15 to 30 percent slopes","provisional","Wallyhill",15,3,30,"well","R018XI105CA","Fine-loamy, mixed, semiactive, mesic Ultic Haploxeralfs","colluvium & residuum","metasedimentary, unspecified","hill","MD","MD"
"537",2630311,"2r6gg",589717,"9016","Urban land-Nedsgulch-Wallyhill complex, 15 to 30 percent slopes","provisional","Fricot",3,3,30,"well","R018XI105CA","Loamy-skeletal, mixed, active, mesic, shallow Ultic Haploxeralfs","residuum","metasedimentary, unspecified","ridge & hill","S","S"
"533",2630307,"2r6gg",589717,"9016","Urban land-Nedsgulch-Wallyhill complex, 15 to 30 percent slopes","provisional","Typic Xerorthents",3,3,60,"well","R018XI105CA","Araric, mesic Typic Xerorthents","residuum","igneous, metamorphic and sedimentary","hill","D","MD-D"
"567",2635150,"2r6gg",589717,"9016","Urban land-Nedsgulch-Wallyhill complex, 15 to 30 percent slopes","provisional","Fluvaquents",2,0,3,"poorly","F022AI206CA","Sandy, mixed, mesic Typic Fluvaquents","alluvium","NA","flood plain","VD","None"
"534",2630308,"2r6gg",589717,"9016","Urban land-Nedsgulch-Wallyhill complex, 15 to 30 percent slopes","provisional","Ultic Haploxeralfs",2,0,15,"well","F022AI201CA","Mesic Ultic Haploxeralfs","human-transported material & residuum & colluvium","NA & igneous, metamorphic and sedimentary","hill","D","MD-D"
"161",2045882,"2rx1c",615239,"9017","Urban land-Amador complex, 2 to 15 percent slopes","provisional","Urban land",60,0,15,NA,NA,NA,NA,NA,"hill","NA","None"
"538",2630315,"2rx1c",615239,"9017","Urban land-Amador complex, 2 to 15 percent slopes","provisional","Amador",15,2,15,"well","F018XI200CA","Loamy, mixed, superactive, thermic, shallow Typic Haploxerepts","residuum","tuff, acidic","low hill","S","S"
"539",2630316,"2rx1c",615239,"9017","Urban land-Amador complex, 2 to 15 percent slopes","provisional","Inks",10,3,15,"well","R018XI107CA","Loamy-skeletal, mixed, superactive, thermic Lithic Argixerolls","residuum & residuum","conglomerate, unspecified & tuff breccia","low hill","S","VS-S"
"541",2630318,"2rx1c",615239,"9017","Urban land-Amador complex, 2 to 15 percent slopes","provisional","Pardee",8,2,15,"well","R018XI107CA","Loamy-skeletal, mixed, superactive, thermic Lithic Mollic Haploxeralfs","alluvium & residuum & residuum","NA & conglomerate, unspecified & tuff, unspecified","ridge & eroded fan remnant","S","S"
"540",2630317,"2rx1c",615239,"9017","Urban land-Amador complex, 2 to 15 percent slopes","provisional","Mokelumne",5,1,12,"well","R018XK104CA","Clayey, kaolinitic, thermic, shallow Ultic Haploxeralfs","colluvium & residuum","fanglomerate","low hill","S","S-MD"
"568",2635151,"2rx1c",615239,"9017","Urban land-Amador complex, 2 to 15 percent slopes","provisional","Mollic Fluvaquents",2,0,8,"poorly","R018XX101CA","Loamy-skeletal, mixed, active, nonacid, thermic, shallow Mollic Fluvaquents","alluvium & residuum","NA & metamorphic, unspecified","drainageway & flood plain","S","S"
"1",650195,"hpg5",296654,"DAM","Dams","approved","Dam",100,NA,NA,NA,NA,NA,NA,NA,NA,"NA","None"
"2",650196,"2kp7t",296655,"W","Water","approved","Water",100,NA,NA,NA,NA,NA,NA,NA,NA,"NA","None"
