STA,Station Name,Elevation,Latitude,Longitude,Nearby City,Hydro,Basin,Owner,Maintenance,Operator,Map,Collect,County Name,Basin Name,Agency Name,Hydro Area,Sensors,
EGL,EAGLE CREEK,6700,35.983,-118.641,JOHNSONDALE,7,9601, , ,56,39,0,TULARE,TULE R,US Army Corps of Engineers,TULARE LAKE,"2,4,45",
EPK,EAST PARK RESERVOIR,1205,39.367,-122.517,STONEYFORD,5,7251, , ,50,12,0,COLUSA,STONY CR,US Bureau of Reclamation,SACRAMENTO RIVER,"1,2,4,6,9,10,12,14,15,16,17,20,24,26,30,31,32,36,45,71",
ER8,EEL R @FERNBRIDGE-ABUTMENT 8 (CALTRANS),30,40.613,-124.202,FERNBRIDGE,1,1201, , ,6,6,0,HUMBOLDT,EEL R,CA Dept of Transportation,NORTH COAST,"14,95",
FLE,FLETCHER LAKE,10300,37.7967,-119.3433,,6,8701, , ,52,25,0,TUOLUMNE,MERCED R,Yosemite National Park,SAN JOAQUIN RIVER,"3,18,82",
FRE,SACRAMENTO R @ FREMONT WEIR(CREST 32.0'),40,38.7592582702637,-121.667274475098,WOODLAND,5,6501,700,999,704,999,0,YOLO,SACRAMENTO R,CA Dept of Water Resources/NCRO,SACRAMENTO RIVER,"1,14,20,41,169",
FSF,FOLSOM LAKE SAFCA WCD,466,38.683,-121.183,FOLSOM,5,7701, , ,50,17,0,SACRAMENTO,AMERICAN R,US Bureau of Reclamation,SACRAMENTO RIVER,"94,200",
GDJ,GOODWIN N MAIN (SSJ) CANAL,359,37.875,-120.603,SONORA,6,8501, , ,50,24,0,CALAVERAS,STANISLAUS R,US Bureau of Reclamation,SAN JOAQUIN RIVER,"85",
GLE,GRANT LINE CANAL EAST,6,37.820258,-121.4348562,TRACY,6,9001, , ,704,23,17,SAN JOAQUIN,SAN JOAQUIN R,CA Dept of Water Resources/NCRO,SAN JOAQUIN RIVER,"20,21,25,27,28,61,62,100",
GLK,GEM  LAKE,9054,37.752,-119.14,JUNE LAKE,9,10901, , ,68,25,0,MONO,MONO LAKE,Southern California Edison Company, Big Creek,SOUTH LAHONTAN,"2,15",
GLL,GERLE LAKE,5860,39.033,-120.367,SOUTH LAKE TAHOE,5,7701, , ,85,14,0,EL DORADO,AMERICAN R,Sacramento Municipal Utility District,SACRAMENTO RIVER,"6,15",
GNG,GRANT GROVE,6600,36.742,-118.963,PORTERVILLE,7,9401, , ,53,32,0,TULARE,KINGS R,Sequoia and Kings Canyon National Parks,TULARE LAKE,"3,18,82",
GSM,GEORGIANA SLOUGH AT MOKELUMNE R,18,38.129533,-121.582974,RIO VISTA,5,8301, , ,704,16,2,SACRAMENTO,MOKELUMNE R,CA Dept of Water Resources/NCRO,SACRAMENTO RIVER,"1,14",
GTO,GOODWIN TUNNEL OUTLET,600,37.8492,-120.6822,STOCKTON,6,9001, , ,56,24,0,SAN JOAQUIN,SAN JOAQUIN R,US Army Corps of Engineers,SAN JOAQUIN RIVER,"2,14,110",
GVC,GRASS VALLEY CK NR LEWISTON,1680,40.6865348815918,-122.861137390137,LEWISTON,1,901, , ,58,8,0,TRINITY,TRINITY R,US Geological Survey,NORTH COAST,"1,14,20",
GVI,GRASS VALLEY CREEK INFLOW,2750,40.621,-122.752,WEAVERVILLE,1,901, , ,50,8,0,TRINITY,TRINITY R,US Bureau of Reclamation,NORTH COAST,"4,14,25",
HAM,HAMILTON BRANCH,4560,40.2725,-121.0914,WESTWOOD,5,7301,700,700,700,9,0,PLUMAS,FEATHER R,CA Dept of Water Resources/Flood Management,SACRAMENTO RIVER,"4,14,16",
HCM,HORSE CORRAL MEADOW,7600,36.752,-118.75,,7,9401, , ,91,32,0,FRESNO,KINGS R,Kings River Water Association,TULARE LAKE,"3,18,82",
HCN,HAT CK NR HAT CK,4274,40.6891098022461,-121.422782897949,BURNEY,5,6801, , ,1,9,0,SHASTA,HAT CR,CA Dept of Water Resources,SACRAMENTO RIVER,"1,14,20,173,174",
HKY,HAWKEYE,2000,38.727,-122.84,CLOVERDALE,1,1601, , ,3,16,0,SONOMA,RUSSIAN R,CAL FIRE,NORTH COAST,"2,4,9,10,11,12,13,14,26,30,31,32,45,77,78",
HLH,HELL HOLE (USFS),4580,39.0717,-120.4217,HELL HOLE RESERVOIR,5,7701, , ,44,14,0,PLACER,AMERICAN R,US Forest Service,SACRAMENTO RIVER,"2,4,9,10,11,12,13,14,26,45,77,78",
HLS,HOLLISTER,275,36.844,-121.424,,3,3201, , ,40,29,0,SAN BENITO,PAJARO R,National Weather Service,CENTRAL COAST,"2",
HRS,HORSE MEADOW,8400,38.158,-119.662,PINECREST,6,8601,702,702,702,19,0,TUOLUMNE,TUOLUMNE R,CA Dept of Water Resources/Snow Surveys,SAN JOAQUIN RIVER,"3,4,14,18,30,31,32,82",
HUN,HUNTER CUT AT MONTEZUMA SLOUGH,0,38.156,-122.0527,FAIRFIELD,5,8101, , ,705,16,0,SOLANO,DELTA,CA Dept of Water Resources, DES,SACRAMENTO RIVER,"1,14,25,100",
HYC,HAYS CANYON,6400,41.275,-119.892,,8,10201, , ,54,999,0,MODOC,SURPRISE VALLEY,Natural Resources Conservation Service,NORTH LAHONTAN,"3,18,82",
HYV,HAYPRESS VALLEY,6800,39.543,-120.52,,5,7401, , ,999,14,0,SIERRA,YUBA R,None Specified,SACRAMENTO RIVER,"3,18,82",
ICD,INDIAN CK NR DOUGLAS CITY,1670,40.6519,-122.9133,DOUGLAS CITY,1,901, , ,58,8,0,TRINITY,TRINITY R,US Geological Survey,NORTH COAST,"1,14,20",
IDN,INDEPENDENCE LAKE (SNOW COURSE),8450,39.425,-120.317,TRUCKEE,8,10501, , ,999,14,0,NEVADA,TRUCKEE R,None Specified,NORTH LAHONTAN,"3,18,82",
INC,INDEPENDENCE CREEK NEAR TRUCKEE,6920,39.4565717,-120.2871477,TRUCKEE,8,10501, , ,58,13,0,SIERRA,TRUCKEE R,US Geological Survey,NORTH LAHONTAN,"1,7,14,20",
INN,INDEPENDENCE CREEK,6500,39.494,-120.293,TRUCKEE,8,10501,999,999,54,14,0,SIERRA,TRUCKEE R,Natural Resources Conservation Service,NORTH LAHONTAN,"2,3,4,18,30,31,32,82",
ISB,ISABELLA DAM,2635,35.646,-118.473,LAKE ISABELLA,7,9701, , ,56,39,0,KERN,KERN R,US Army Corps of Engineers,TULARE LAKE,"2,6,7,8,15,22,23,31,32,45,64,76,91,93,94,200,203",
JCR,JUDGE F CARR PH,9999,40.647,-122.626,WHISKEYTOWN,5,7101, , ,50,8,0,SHASTA,SACTO VLY WEST,US Bureau of Reclamation,SACRAMENTO RIVER,"69,110",
JDP,JORDAN PEAK,6812,40.036,-120.2889,PORTOLA,5,7301, , ,1,10,0,PLUMAS,FEATHER R,CA Dept of Water Resources,SACRAMENTO RIVER,"2,4,9,12,14,17,26,30,31,32,77,78,103,115",
KBC,S.F. KINGS R ABV BOYDEN CAVERN,3779,36.80889,-118.77806,CEDAR GROVE,7,9401, , ,91,31,2,FRESNO,KINGS R,Kings River Water Association,TULARE LAKE,"1,14,20,25,41,146",
KET,KETTENPOM,3468,40.15,-123.467,GARBERVILLE,1,1201,700,999,700,7,0,TRINITY,EEL R,CA Dept of Water Resources/Flood Management,NORTH COAST,"2,4,14,16,45",
KNM,KENNEDY MEADOWS,7600,36.768,-118.833,,7,9401, , ,999,32,0,FRESNO,KINGS R,None Specified,TULARE LAKE,"3,18,82",
LDC,LITTLE DRY CREEK (USBR),350,36.942,-119.683,FRESNO,6,9001, , ,50,31,0,FRESNO,SAN JOAQUIN R,US Bureau of Reclamation,SAN JOAQUIN RIVER,"1,14,20",
LGS,LOG SPRING,5100,39.833,-122.783,PASKENTA,5,7101, , ,56,12,0,TEHAMA,SACTO VLY WEST,US Army Corps of Engineers,SACRAMENTO RIVER,"2,45",
LLP,LOWER LASSEN PEAK,8250,40.4666023254395,-121.508110046387,MINERAL,5,7301,702,702,62,999,0,SHASTA,FEATHER R,Pacific Gas and Electric Company, Rogers Flat,SACRAMENTO RIVER,"3,4,9,10,12,14,16,18,26,30,31,32,77,78,82,96,97,98,99,103,104,105,106,107,108,115,147",
LNB,SUTTER BYPASS AT LONGBRIDGE,64,39.148,-121.84,LONGBRIDGE,5,6501, , ,151,13,0,SUTTER,SACRAMENTO R,Sutter County,SACRAMENTO RIVER,"1,14",
LNG,LEXINGTON RESERVOIR,659,37.202,-121.988,LOS GATOS,2,2401, , ,143,23,0,SANTA CLARA,SANTA CLARA VLY,Santa Clara County,SAN FRANCISCO BAY,"15",
LON,LOON LAKE (SMUD),6410,38.983,-120.323,MEEKS BAY,5,7701, , ,85,18,0,EL DORADO,AMERICAN R,Sacramento Municipal Utility District,SACRAMENTO RIVER,"2,4,6,15,20,22,25,30,31,32,45",
LRA,LEROY ANDERSON,640,37.165,-121.632,MADRONE,2,2401, , ,219,23,0,SANTA CLARA,SANTA CLARA VLY,Santa Clara Valley Water District,SAN FRANCISCO BAY,"15",
LUM,LUMBERYARD,6500,38.545,-120.305,,6,8301, , ,999,18,0,AMADOR,MOKELUMNE R,None Specified,SAN JOAQUIN RIVER,"3,18,82",
LVM,LEAVITT MEADOWS,7200,38.305,-119.552,BRIDGEPORT,8,10801, , ,54,19,0,MONO,WALKER R,Natural Resources Conservation Service,NORTH LAHONTAN,"2,3,4,18,30,31,32,82",
LVY,LAKE VALLEY RESERVOIR,5855,39.3,-120.583,CISCO GROVE,5,7701, , ,60,14,0,PLACER,AMERICAN R,Pacific Gas & Electric,SACRAMENTO RIVER,"6,15",
LYL,LYELL FORK BLW MACCLURE CREEK,9650,37.77837,-119.26188,LEE VINING,6,8601, , ,52,25,2,TUOLUMNE,TUOLUMNE R,Yosemite National Park,SAN JOAQUIN RIVER,"1,14,27,100,146",
LYN,LYONS CREEK,6700,38.812,-120.243,,5,7701, , ,1,18,0,EL DORADO,AMERICAN R,CA Dept of Water Resources,SACRAMENTO RIVER,"3,18,82",
M38,NF MOKELUMNE R AB TIGER CREEK,2338,38.446667,-120.489166,WEST POINT,6,8301, , ,60,18,20,AMADOR,MOKELUMNE R,Pacific Gas & Electric,SAN JOAQUIN RIVER,"20",
MAM,MAMMOTH PASS (LADWP),9300,37.61,-119.033,MAMMOTH LAKES,9,11001, , ,71,25,0,MONO,OWENS R,City of Los Angeles; Dept of Water and Power,SOUTH LAHONTAN,"3,18,73,82",
MBN,MERCED R AT SHAFFER BRIDGE NR CRESSY,117,37.45417,-120.60778,CRESSY,6,8701, , ,204,24,2,MERCED,MERCED R,Merced Irrigation District,SAN JOAQUIN RIVER,"1,14,16,20",
MBR,MEADOWBROOK (PG&E),8021,37.082,-118.863,SHAVER LAKE,7,9401, , ,60,26,0,FRESNO,KINGS R,Pacific Gas & Electric,TULARE LAKE,"2,14,16,26,30,45,104,105",
MBS,MONO BASIN,6370,37.979,-119.136,BISHOP,9,10901, , ,71,25,0,MONO,MONO LAKE,City of Los Angeles; Dept of Water and Power,SOUTH LAHONTAN,"65",
MD2,MOUNT DYER 2,6050,40.258,-121.047,,5,7301, , ,62,9,0,LASSEN,FEATHER R,Pacific Gas and Electric Company, Rogers Flat,SACRAMENTO RIVER,"3,18,82",
MDS,MERCED RIVER-NORTH SIDE CANAL,9999,37.52,-120.309,MERCED,6,8701, , ,204,23,0,MERCED,MERCED R,Merced Irrigation District,SAN JOAQUIN RIVER,"69",
MFS,MERCED,153,37.283,-120.517,,6,9301, , ,124,24,0,MERCED,SAN JOAQUIN FLOOR,Merced County,SAN JOAQUIN RIVER,"2",
MHH,MOCCASIN MET STATION,930,37.810151,-120.296861,MOCCASIN,6,8601, , ,182,23,2,TUOLUMNE,TUOLUMNE R,San Francisco PUC,SAN JOAQUIN RIVER,"2,4,9,10,14,26,31,32,45,103",
MHR,MIDDLE RIVER AT HOWARD ROAD BRIDGE,20,37.877,-121.384,STOCKTON,6,9001, , ,1,23,0,SAN JOAQUIN,SAN JOAQUIN R,CA Dept of Water Resources,SAN JOAQUIN RIVER,"1,5,14,25,100,141,144",
MID,MID CANAL AT LA GRANGE,296,37.672,-120.443,TURLOCK,6,8601, , ,206,24,0,STANISLAUS,TUOLUMNE R,Modesto Irrigation District,SAN JOAQUIN RIVER,"20",
MIS,MEYERS FIRE STATION,6400,38.848888,-120.01889,SOUTH LAKE TAHOE,8,10601, , ,109,18,0,EL DORADO,LAKE TAHOE,El Dorado County,NORTH LAHONTAN,"2",
MJB,MOJAVE R AT BARSTOW,2090,35.90694,-117.31667,BARSTOWU,9,11701, , ,58,39,2,SAN BERNARDINO,MOJAVE R,US Geological Survey,SOUTH LAHONTAN,"1,14,20",
MMC,MERCED MAIN CANAL,9999,37.57,-120.27,MERCED,6,8701, , ,204,24,0,MERCED,MERCED R,Merced Irrigation District,SAN JOAQUIN RIVER,"69",
MMD,MOUNT MADONNA,1822,37.011,-121.702,GILROY,3,3101, , ,143,23,0,SANTA CLARA,SAN BENITO R,Santa Clara County,CENTRAL COAST,"16",
MMW,MOUNTAIN MEADOWS,5046,40.283,-121.017,WESTWOOD,5,7301, , ,60,9,0,LASSEN,FEATHER R,Pacific Gas & Electric,SACRAMENTO RIVER,"6,15",
MN1,MINARETS NO 1,8300,37.65,-118.995,MAMMOTH LAKES,9,11001, , ,999,26,0,MONO,OWENS R,None Specified,SOUTH LAHONTAN,"3,18,82",
MN2,MINARETS 2,9000,37.663,-119.017,MAMMOTH LAKES,9,11001, , ,71,25,0,MONO,OWENS R,City of Los Angeles; Dept of Water and Power,SOUTH LAHONTAN,"3,18,82",
MOM,MONACHE MEADOWS,8000,36.2,-118.172,,7,9701, , ,999,32,0,TULARE,KERN R,None Specified,TULARE LAKE,"3,18,82",
MRE,MATTOLE RIVER NEAR ETTERSBURG,626,40.1393089294434,-123.991424560547,ETTERSBURG,1,1401, , ,58,7,0,HUMBOLDT,MATTOLE R,US Geological Survey,NORTH COAST,"1,14,20,25",
MRZ,MARTINEZ,8,38.0276374816895,-122.140487670898,MARTINEZ,2,2001, , ,705,999,0,CONTRA COSTA,EAST BAY,CA Dept of Water Resources, DES,SAN FRANCISCO BAY,"1,4,5,9,10,14,25,26,27,28,61,62,92,100,102,141",
MSD,SAN JOAQUIN RIVER AT MOSSDALE BRIDGE,31,37.786,-121.306,MANTECA,6,9001, , ,705,23,0,SAN JOAQUIN,SAN JOAQUIN R,CA Dept of Water Resources, DES,SAN JOAQUIN RIVER,"1,4,5,9,10,14,20,21,25,26,27,28,41,61,62,100,144,146,169",
MSK,MOUNT ROSE SKI AREA,8900,39.326,-119.902,TAHOE CITY,8,10601, , ,54,99,0,State of Nevada,LAKE TAHOE,Natural Resources Conservation Service,NORTH LAHONTAN,"2,3,4,18,30,31,32,82",
MTL,MARTIS POOL,5858,39.3267,-120.1133,TRUCKEE,8,10501, , ,56,14,0,NEVADA,TRUCKEE R,US Army Corps of Engineers,NORTH LAHONTAN,"2,4,9,10,14,43",
MUR,ANGELS CK BLW MURPHYS,2138,38.1381,-120.3386,MURPHYS,6,8401, , ,610,18,0,CALAVERAS,CALAVERAS R,Utica Power Authority,SAN JOAQUIN RIVER,"1,14,115,141",
NAP,NAPA RIVER NEAR NAPA,25,38.3682441711426,-122.30330657959,NAPA,2,1901,700,999,5,16,0,NAPA,NAPA R,USGS and DWR,SAN FRANCISCO BAY,"1,14,20,41,169",
NCI,N FK CACHE CR BLW INDIAN VALLEY RES,1300,39.081,-122.535,CLEARLAKE OAKS,5,7901, , ,58,12,0,LAKE,CACHE CR,US Geological Survey,SACRAMENTO RIVER,"1,2,14,20",
NDC,N FK KINGS R ABV DINKET CK,2001,36.915,-119.1206,TRIMMER SPRINGS,6,9401, , ,61,31,0,FRESNO,KINGS R,Pacific Gas and Electric Company, Auberry,SAN JOAQUIN RIVER,"1,14",
NGP,NEW HOGAN POOL,546,38.1503,-120.8125,VALLEY SPRINGS,6,8401, , ,56,18,0,CALAVERAS,CALAVERAS R,US Army Corps of Engineers,SAN JOAQUIN RIVER,"14,43",
NKC,NO FK KINGS R NR CLIFF CAMP,6150,36.9939,-118.9803,SHAVER LAKE,7,9401, , ,60,32,0,FRESNO,KINGS R,Pacific Gas & Electric,TULARE LAKE,"1,14",
NKW,NF KINGS R BLW WISHON DAM,6300,37.0014,-118.9722,AUBERRY,6,9401, , ,60,26,0,FRESNO,KINGS R,Pacific Gas & Electric,SAN JOAQUIN RIVER,"1,14",
O8I,OROVILLE 8 STATION WETNESS INDEX,6000,39.623,-120.678,DOWNIEVILLE,5,7301, , ,703,13,0,SIERRA,FEATHER R,CA Dept of Water Resources/O & M,SACRAMENTO RIVER,"159,160,161",
ODM,OLD RIVER AT DELTA MENDOTA CANAL,10,37.8102951049805,-121.542144775391,TRACY,6,8101, , ,5,999,0,SAN JOAQUIN,DELTA,USGS and DWR,SAN JOAQUIN RIVER,"1,20,21,25,27,28,41,61,62,100",
OLD,OLD RIVER NEAR TRACY,5,37.8048095703125,-121.449562072754,TRACY,5,8101, , ,703,999,0,SAN JOAQUIN,DELTA,CA Dept of Water Resources/O & M,SACRAMENTO RIVER,"1,5,14,20,21,25,100,141,144",
OMR,OLD & MIDDLE RVRS TIDALLY FILTERED EST,10,37.97,-121.5711,,6,8101, , ,703,23,6,SAN JOAQUIN,DELTA,CA Dept of Water Resources/O & M,SAN JOAQUIN RIVER,"20,41",
ORD,SACRAMENTO R AT ORD FERRY-MAIN CHANNEL,115,39.6281318664551,-121.993179321289,CHICO,5,6501,700,999,1,13,0,GLENN,SACRAMENTO R,CA Dept of Water Resources,SACRAMENTO RIVER,"1,14,20,41,169",
ORL,ORLAND,254,39.75,-122.2,ORLAND,5,7101, , ,40,12,0,GLENN,SACTO VLY WEST,National Weather Service,SACRAMENTO RIVER,"2",
ORO,OROVILLE DAM,900,39.54,-121.493,OROVILLE,5,7301,701,999,703,13,0,BUTTE,FEATHER R,CA Dept of Water Resources/O & M,SACRAMENTO RIVER,"2,6,7,8,14,15,22,23,45,74,76,85,94,200,203",
ORX,OLD RIVER ABOVE DOUGHTY CUT,8,37.810997,-121.386576,TRACY,6,9001, , ,704,23,17,SAN JOAQUIN,SAN JOAQUIN R,CA Dept of Water Resources/NCRO,SAN JOAQUIN RIVER,"20,21,25,100",
PCO,PARADISE CUT ABV OLD R,26,37.8019444,-121.412306,TRACY,6,8101, , ,704,23,2,SAN JOAQUIN,DELTA,CA Dept of Water Resources/NCRO,SAN JOAQUIN RIVER,"14,25,100",
PCR,PINECREST (PG&E),5600,38.2,-119.983,SONORA,6,8501, , ,60,19,0,TUOLUMNE,STANISLAUS R,Pacific Gas & Electric,SAN JOAQUIN RIVER,"2,12,14,30,31,32,45",
PFH,PACIFIC HOUSE,3440,38.76,-120.5,PACIFIC HOUSE,5,7701,50,700,50,18,0,EL DORADO,AMERICAN R,US Bureau of Reclamation,SACRAMENTO RIVER,"2,4,14,16,30,31,32,45,203",
PKF,PARKFIELD,1535,35.899,-120.432,PARKFIELD,3,3301, , ,3,37,0,MONTEREY,SALINAS R,CAL FIRE,CENTRAL COAST,"2,4,9,10,11,12,13,14,26,30,31,32,45,77,78",
PLE,PLUMAS EUREKA PARK,5165,39.75,-120.35,,5,7301, , ,132,14,0,PLUMAS,FEATHER R,Plumas County,SACRAMENTO RIVER,"2",
PTR,POINT REYES,80,38.083,-122.95,INVERNESS,2,1701, , ,40,16,0,MARIN,COAST-MARIN,National Weather Service,SAN FRANCISCO BAY,"2,4,9,10,12,17,45",
PTV,POTTER VALLEY,1080,39.3644,-123.1272,POTTER VALLEY,1,1601, , ,56,11,0,MENDOCINO,RUSSIAN R,US Army Corps of Engineers,NORTH COAST,"2,4,14,31,32,45",
Q09,WQ09,1338,39.41096,-123.34,WILLITS,1,1201, , ,6,11,31,MENDOCINO,EEL R,CA Dept of Transportation,NORTH COAST,"1,4,5,25,27,61,62",
QCY,QUINCY (DWR),3408,39.935,-120.95,QUINCY,5,7301,701,999,703,14,0,PLUMAS,FEATHER R,CA Dept of Water Resources/O & M,SACRAMENTO RIVER,"2,4,14,30,31,32,45,203",
R37,SAN JOAQUIN R - MONITORING WELLR3-7,165,36.8352,-120.4076,FIREBAUGH,5,9001, , ,50,30,0,MADERA,SAN JOAQUIN R,US Bureau of Reclamation,SACRAMENTO RIVER,"14,25,100,170",
RAV,RAVENDALE,5298,40.731,-120.316,RAVENDALE,8,10401, , ,44,10,0,LASSEN,SUSAN R,US Forest Service,NORTH LAHONTAN,"2,4,9,10,12,13,14,26,30,31,32,77,78",
RBF,RED BLUFF,353,40.152,-122.254,RED BLUFF,5,7101, , ,40,8,0,TEHAMA,SACTO VLY WEST,National Weather Service,SACRAMENTO RIVER,"2",
RBP,ROBBS POWERHOUSE,5150,38.90238,-120.376543,KYBURZ,5,7701, , ,85,17,0,EL DORADO,AMERICAN R,Sacramento Municipal Utility District,SACRAMENTO RIVER,"2,3,4,25,30,31,32,45,82",
RCR,ROCK CREEK,9600,36.497,-118.333,,7,9701, , ,1,32,0,TULARE,KERN R,CA Dept of Water Resources,TULARE LAKE,"3,18,82",
RFS,REDDING FIRE STATION,740,40.5736,-122.4193,REDDING,5,7001, , ,50,8,0,SHASTA,SACTO VLY NE,US Bureau of Reclamation,SACRAMENTO RIVER,"2,4,14,16,30,31,32,45",
RGT,RIDGE TRAIL,7500,36.7513,-118.9478,GRANT GROVE,7,9401, , ,53,32,0,FRESNO,KINGS R,Sequoia and Kings Canyon National Parks,TULARE LAKE,"3,18,82",
RKC,ROCK CREEK NEAR MAMMOTH LAKES,7040,37.551,-118.667,MAMMOTH LAKES,9,11001, , ,44,26,0,MONO,OWENS R,US Forest Service,SOUTH LAHONTAN,"2,4,9,10,11,12,13,14,26,30,31,32,77,78",
RND,ROUND MOUNTAIN (CDF),5258,41.42,-121.458,MC CLOUD,5,6701, , ,3,4,0,SISKIYOU,PIT R,CAL FIRE,SACRAMENTO RIVER,"2,4,9,10,11,12,13,14,26,30,31,32,77,78",
ROR,ROARING RIVER,10,38.092,-121.889,MONTEZUMA,5,8101, , ,705,17,0,SOLANO,DELTA,CA Dept of Water Resources, DES,SACRAMENTO RIVER,"1,5,6,14,25,100",
RP1,RUBICON PEAK 1,8100,38.992,-120.142,,8,10601, , ,93,18,0,EL DORADO,LAKE TAHOE,Truckee River Basin Water Committee, Reno,NORTH LAHONTAN,"3,18,82",
RP2,RUBICON PEAK 2,7500,39.001,-120.14,SOUTH LAKE TAHOE,8,10601, , ,54,14,0,EL DORADO,LAKE TAHOE,Natural Resources Conservation Service,NORTH LAHONTAN,"2,3,4,18,30,31,32,82",
RP3,RUBICON PEAK 3,6700,39.008,-120.133,,8,10601, , ,999,14,0,EL DORADO,LAKE TAHOE,None Specified,NORTH LAHONTAN,"3,18,82",
RSL,ROCK SLOUGH ABV CONTRA COSTA CANAL,10,37.9763107299805,-121.637596130371,BRENTWOOD,6,8101, , ,1,999,0,CONTRA COSTA,DELTA,CA Dept of Water Resources,SAN JOAQUIN RIVER,"1,14,25,100,141,144",
RTD,RUTH  DAM,2675,40.367,-123.433,FOREST GLEN,1,1101,700,999,5,7,0,TRINITY,MAD R,USGS and DWR,NORTH COAST,"2,6,14,15,22,23,45,76",
RTL,RATTLESNAKE,6100,40.125,-121.043,GREENVILLE,5,7301, , ,703,9,0,PLUMAS,FEATHER R,CA Dept of Water Resources/O & M,SACRAMENTO RIVER,"2,3,4,14,30,31,32,45,82",
RYC,SUISUN BAY – CUTOFF NEAR RYER,0,38.083971,-121.995878,FAIRFIELD,2,8101, , ,705,16,21,SOLANO,DELTA,CA Dept of Water Resources, DES,SAN FRANCISCO BAY,"14,25,27,28,61,62,100",
RYE,SACRAMENTO SHIP CHANNEL AT RYER ISLAND,15,38.2283,-121.6722,RIO VISTA,5,6501, , ,56,17,0,SOLANO,SACRAMENTO R,US Army Corps of Engineers,SACRAMENTO RIVER,"14,177",
S83,SF STANISLAUS R NR STRAWBERRY DIV DAM,4915,38.177776,-120.04583,STRAWBERRY,6,8501, , ,60,18,20,TUOLUMNE,STANISLAUS R,Pacific Gas & Electric,SAN JOAQUIN RIVER,"20",
SCT,SCOTT MOUNTAIN,5900,41.272,-122.718,CALLAHAN,1,601,50,700,50,3,0,SISKIYOU,SCOTT R,US Bureau of Reclamation,NORTH COAST,"2,3,4,14,18,30,31,32,45,82",
SCV,SCOTTS VALLEY,1400,39.083,-122.946,LAKEPORT,5,7901, , ,117,12,0,LAKE,CACHE CR,Lake County,SACRAMENTO RIVER,"16",
SEY,SOUTH ENTRANCE YOSEMITE,5120,37.5,-119.633,WAWONA,6,8701, , ,40,25,0,MARIPOSA,MERCED R,National Weather Service,SAN JOAQUIN RIVER,"2,45",
SGL,SUGARLOAF,8120,36.726667,-118.675,GIANT FOREST,7,9401, , ,55,31,6,TULARE,KINGS R,National Park Service,TULARE LAKE,"2,4,9,10,11,12,13,14,26,30,31,32,45,77,78",
SGN,SUGAR CK NR CALLAHAN,3130,41.3285942077637,-122.843391418457,CALLAHAN,1,601, , ,1,3,0,SISKIYOU,SCOTT R,CA Dept of Water Resources,NORTH COAST,"1,14",
SHA,SHASTA DAM  (USBR),1067,40.718,-122.42,REDDING,5,6501, , ,50,8,0,SHASTA,SACRAMENTO R,US Bureau of Reclamation,SACRAMENTO RIVER,"2,6,8,15,22,23,45,48,68,71,74,76,85,94,200",
SHD,SHASTA DAM (WATER QUALITY),580,40.7161,-122.4253,REDDING,5,6501,50,999,50,8,0,SHASTA,SACRAMENTO R,US Bureau of Reclamation,SACRAMENTO RIVER,"2,4,14,25,27,30,31,32,61",
SHI,SHINGLETOWN,3630,40.496,-121.85,SHINGLETOWN,5,7101,700,700,1,9,0,SHASTA,SACTO VLY WEST,CA Dept of Water Resources,SACRAMENTO RIVER,"2,4,14,16,30,31,32,45",
SHS,SHASTA DAM (USBR),1100,40.717,-122.417,REDDING,5,6501, , ,50,8,0,SHASTA,SACRAMENTO R,US Bureau of Reclamation,SACRAMENTO RIVER,"2,4,14,16,30,31,32,45,203",
SJN,SAN JOAQUIN R AT SAN MATEO RD NR MENDOTA,163,36.7788887023926,-120.306663513184,MENDOTA,6,9001, , ,58,30,0,FRESNO,SAN JOAQUIN R,US Geological Survey,SAN JOAQUIN RIVER,"1,14,20",
SJS,SAN JOAQUIN RIVER NEAR STEVINSON,82,37.295,-120.851,STEVENSON,6,9001,700,999,1,24,0,MERCED,SAN JOAQUIN R,CA Dept of Water Resources,SAN JOAQUIN RIVER,"1,14,20,25,27,28,41,61,62,100",
SKO,SOUTH FORK KERN RIVER NEAR ONYX,2900,35.7374534606934,-118.173690795898,ONYX,7,9701, , ,58,39,0,KERN,KERN R,US Geological Survey,TULARE LAKE,"1,14,20",
SLI,SLIDE CANYON,9200,38.092,-119.43,LEE VINING,6,8601,702,702,1,19,0,TUOLUMNE,TUOLUMNE R,CA Dept of Water Resources,SAN JOAQUIN RIVER,"3,4,9,10,12,14,18,26,30,31,32,82,106,194,195,196,197,198,199",
SLL,SOUTH LOON LAKE,6400,38.983,-120.32,,5,7701, , ,999,18,0,EL DORADO,AMERICAN R,None Specified,SACRAMENTO RIVER,"3,18,82",
SMO,SAND MEADOW,8050,37.098,-118.967,,7,9401, , ,999,26,0,FRESNO,KINGS R,None Specified,TULARE LAKE,"3,18,82",
SMW,SOUTH FORK MERCED RIVER AT WAWONA,3960,37.5417,-119.6722,WAWONA,6,8701, , ,204,25,0,MARIPOSA,MERCED R,Merced Irrigation District,SAN JOAQUIN RIVER,"1,14,20,165",
SOI,SACRAMENTO R DOWNSTREAM OF ISLETON,5,38.17548,-121.656863,RIO VISTA,5,6501, , ,704,16,17,SACRAMENTO,SACRAMENTO R,CA Dept of Water Resources/NCRO,SACRAMENTO RIVER,"1,20,21,25,27,61,100,222,223,224",
